2534424,1,2390,0,0,0,
2534425,1,2390,0,0,0,
2534426,1,2390,0,0,0,
2534427,1,2390,0,0,0,
2534428,1,2390,0,0,0,
2534429,1,2390,0,0,0,
2534430,1,2390,0,0,0,
2534431,1,2390,0,0,0,
2534432,2,2390,0,0,0,
2534433,2,2390,0,0,0,
2534434,2,2390,0,0,0,
2534435,1,2390,0,0,0,
2534436,1,2390,0,0,0,
2534437,1,2390,0,0,0,
2534438,1,2390,0,0,0,
2534439,2,2390,0,0,0,
2534440,2,2390,0,0,0,
2534441,2,2390,0,0,0,
2534442,1,2390,0,0,0,
2534443,1,2390,0,0,0,
2534444,1,2390,0,0,0,
2534445,1,2390,0,0,0,
2534446,1,2390,0,0,0,
2534447,1,2390,0,0,0,
2534448,1,2390,0,0,0,
2534449,1,2390,0,0,0,
2534450,1,2390,0,0,0,
2534451,1,2390,0,0,0,
2534452,1,2390,0,0,0,
2534453,1,2390,0,0,0,
2534454,1,2390,0,0,0,
2534455,1,2390,0,0,0,
2534456,1,2390,0,0,0,
2534457,1,2390,0,0,0,
2534458,1,2390,0,0,0,
2534459,2,2390,0,0,0,
2534460,2,2390,0,0,0,
2534461,2,2390,0,0,0,
2534462,2,2390,0,0,0,
2534463,1,2390,0,0,0,
2534464,1,2390,0,0,0,
2534465,1,2390,0,0,0,
2534466,1,2390,0,0,0,
2534467,1,2390,0,0,0,
2534468,1,2390,0,0,0,
2534469,1,2390,0,0,0,
2534470,1,2390,0,0,0,
2534471,1,2390,0,0,0,
2534472,1,2390,0,0,0,
2534473,1,2390,0,0,0,
2534474,1,2390,0,0,0,
2534475,1,2390,0,0,0,
2534476,1,2390,0,0,0,
2534477,1,2390,0,0,0,
2534478,1,2390,0,0,0,
2534479,2,2390,0,0,0,
2534480,2,2390,0,0,0,
2534481,2,2390,0,0,0,
2534482,1,2390,0,0,0,
2534483,1,2390,0,0,0,
2534484,1,2390,0,0,0,
2534485,1,2390,0,0,0,
2534486,1,2390,0,0,0,
2534487,1,2390,0,0,0,
2534488,1,2390,0,0,0,
2534489,1,2390,0,0,0,
2534490,2,2390,0,0,0,
2534491,1,2390,0,0,0,
2534492,1,2390,0,0,0,
2534493,1,2390,0,0,0,
2534494,1,2390,0,0,0,
2534495,2,2390,0,0,0,
2534496,1,2390,0,0,0,
2534497,2,2390,0,0,0,
2534498,1,2390,0,0,0,
2534499,2,2390,0,0,0,
2534500,2,2390,0,0,0,
2534501,2,2390,0,0,0,
2534502,2,2390,0,0,0,
2534503,2,2390,0,0,0,
2534504,1,2390,0,0,0,
2534505,1,2390,0,0,0,
2534506,1,2390,0,0,0,
2534507,1,2390,0,0,0,
2534508,1,2390,0,0,0,
2534509,1,2390,0,0,0,
2534510,1,2390,0,0,0,
2534511,1,2390,0,0,0,
2534512,2,2390,0,0,0,
2534513,1,2390,0,0,0,
2534514,1,2390,0,0,0,
2534515,1,2390,0,0,0,
2534516,1,2390,0,0,0,
2534517,1,2390,0,0,0,
2534518,2,2390,0,0,0,
2534519,2,2390,0,0,0,
2534520,2,2390,0,0,0,
2534521,2,2390,0,0,0,
2534522,2,2390,0,0,0,
2534523,1,2390,0,0,0,
2534524,1,2390,0,0,0,
2534525,1,2390,0,0,0,
2534526,1,2390,0,0,0,
2534527,1,2390,0,0,0,
2534528,1,2390,0,0,0,
2534529,1,2390,0,0,0,
2534530,1,2390,0,0,0,
2534531,2,2390,0,0,0,
2534532,1,2390,0,0,0,
2534533,1,2390,0,0,0,
2534534,1,2390,0,0,0,
2534535,1,2390,0,0,0,
2534536,1,2390,0,0,0,
2534537,1,2390,0,0,0,
2534538,1,2390,0,0,0,
2534539,2,2390,0,0,0,
2534540,2,2390,0,0,0,
2534541,2,2390,0,0,0,
2534542,1,2390,0,0,0,
2534543,1,2390,0,0,0,
2534544,2,2390,0,0,0,
2534545,1,2390,0,0,0,
2534546,1,2390,0,0,0,
2534547,1,2390,0,0,0,
2534548,1,2390,0,0,0,
2534549,1,2390,0,0,0,
2534550,1,2390,0,0,0,
2534551,1,2390,0,0,0,
2534552,1,2390,0,0,0,
2534553,2,2390,0,0,0,
2534554,1,2390,0,0,0,
2534555,1,2390,0,0,0,
2534556,2,2390,0,0,0,
2534557,1,2390,0,0,0,
2534558,1,2390,0,0,0,
2534559,2,2390,0,0,0,
2534560,2,2390,0,0,0,
2534561,2,2390,0,0,0,
2534562,2,2390,0,0,0,
2534563,2,2390,0,0,0,
2534564,1,2390,0,0,0,
2534565,1,2390,0,0,0,
2534566,1,2390,0,0,0,
2534567,1,2390,0,0,0,
2534568,1,2390,0,0,0,
2534569,1,2390,0,0,0,
2534570,1,2390,0,0,0,
2534571,1,2390,0,0,0,
2534572,1,2390,0,0,0,
2534573,1,2390,0,0,0,
2534574,1,2390,0,0,0,
2534575,1,2390,0,0,0,
2534576,2,2390,0,0,0,
2534577,1,2390,0,0,0,
2534578,1,2390,0,0,0,
2534579,2,2390,0,0,0,
2534580,2,2390,0,0,0,
2534581,1,2390,0,0,0,
2534582,1,2390,0,0,0,
2534583,1,2390,0,0,0,
2534584,1,2390,0,0,0,
2534585,1,2390,0,0,0,
2534586,1,2390,0,0,0,
2534587,1,2390,0,0,0,
2534588,1,2390,0,0,0,
2534589,1,2390,0,0,0,
2534590,1,2390,0,0,0,
2534591,1,2390,0,0,0,
2534592,1,2390,0,0,0,
2534593,1,2390,0,0,0,
2534594,1,2390,0,0,0,
2534595,1,2390,0,0,0,
2534596,2,2390,0,0,0,
2534597,2,2390,0,0,0,
2534598,2,2390,0,0,0,
2534599,2,2390,0,0,0,
2534600,2,2390,0,0,0,
2534601,2,2390,0,0,0,
2534602,2,2390,0,0,0,
2534603,2,2390,0,0,0,
2534604,1,2390,0,0,0,
2534605,1,2390,0,0,0,
2534606,1,2390,0,0,0,
2534607,1,2390,0,0,0,
2534608,1,2390,0,0,0,
2534609,1,2390,0,0,0,
2534610,1,2390,0,0,0,
2534611,1,2390,0,0,0,
2534612,1,2390,0,0,0,
2534613,1,2390,0,0,0,
2534614,1,2390,0,0,0,
2534615,1,2390,0,0,0,
2534616,1,2390,0,0,0,
2534617,1,2390,0,0,0,
2534618,1,2390,0,0,0,
2534619,2,2390,0,0,0,
2534620,2,2390,0,0,0,
2534621,2,2390,0,0,0,
2534622,1,2390,0,0,0,
2534623,1,2390,0,0,0,
2534624,1,2390,0,0,0,
