"1 _ 1",,,"2A",,,"1 _ 3",,,"4A",,
"Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
,,,,,,"42.15","2.621015","1.404867",,,
,,,,,,"42.16","2.625783","1.4052",,,
,,,,,,"42.17","2.641678","1.405567",,,
,,,,,,"42.18","2.649625","1.4059",,,
,,,,,,"42.19","2.638499","1.406267",,,
,,,,,,"42.2","2.624194","1.406567",,,
,,,,,,"42.21","2.616246","1.4069",,,
,,,,,,"42.22","2.613068","1.407233",,,
,,,,,,"42.23","2.613068","1.407533",,,
,,,,,,"42.24","2.624194","1.4079",,,
,,,,,,"42.25","2.633731","1.4082",,,
,,,,,,"42.26","2.632141","1.408533",,,
,,,,,,"42.27","2.624194","1.408867",,,
,,,,,,"42.28","2.621015","1.409233",,,
,,,,,,"42.29","2.624194","1.409567",,,
,,,,,,"42.3","2.625783","1.4099",,,
,,,,,,"42.31","2.625783","1.410233",,,
,,,,,,"42.32","2.628962","1.410567",,,
,,,,,,"42.33","2.625783","1.4109",,,
,,,,,,"42.34","2.621015","1.411233",,,
,,,,,,"42.35","2.613068","1.411567",,,
,,,,,,"42.36","2.60512","1.411933",,,
,,,,,,"42.37","2.603531","1.412233",,,
,,,,,,"42.38","2.611478","1.412567",,,
,,,,,,"42.39","2.616246","1.412933",,,
,,,,,,"42.4","2.611478","1.413267",,,
,,,,,,"42.41","2.60512","1.4136",,,
,,,,,,"42.42","2.613068","1.4139",,,
,,,,,,"42.43","2.617836","1.414267",,,
,,,,,,"42.44","2.60512","1.4146",,,
,,,,,,"42.45","2.578099","1.414933",,,
,,,,,,"42.46","2.562205","1.415267",,,
,,,,,,"42.47","2.574921","1.4156",,,
,,,,,,"42.48","2.590815","1.415933",,,
,,,,,,"42.49","2.603531","1.416233",,,
,,,,,,"42.5","2.611478","1.4166",,,
,,,,,,"42.51","2.611478","1.416933",,,
,,,,,,"42.52","2.603531","1.417267",,,
,,,,,,"42.53","2.603531","1.4176",,,
,,,,,,"42.54","2.616246","1.417933",,,
,,,,,,"42.55","2.633731","1.4183",,,
,,,,,,"42.56","2.636909","1.4186",,,
,,,,,,"42.57","2.628962","1.418967",,,
,,,,,,"42.58","2.624194","1.419267",,,
,,,,,,"42.59","2.624194","1.4196",,,
,,,,,,"42.6","2.621015","1.4199",,,
,,,,,,"42.61","2.611478","1.420233",,,
,,,,,,"42.62","2.600352","1.420567",,,
,,,,,,"42.63","2.597173","1.420933",,,
,,,,,,"42.64","2.608299","1.421233",,,
,,,,,,"42.65","2.624194","1.421567",,,
,,,,,,"42.66","2.632141","1.4219",,,
,,,,,,"42.67","2.624194","1.422233",,,
,,,,,,"42.68","2.617836","1.422567",,,
,,,,,,"42.69","2.613068","1.4229",,,
,,,,,,"42.7","2.608299","1.423267",,,
,,,,,,"42.71","2.595584","1.423567",,,
,,,,,,"42.72","2.579689","1.4239",,,
,,,,,,"42.73","2.574921","1.424233",,,
,,,,,,"42.74","2.582868","1.424567",,,
,,,,,,"42.75","2.597173","1.4249",,,
,,,,,,"42.76","2.616246","1.425233",,,
,,,,,,"42.77","2.624194","1.425567",,,
,,,,,,"42.78","2.624194","1.4259",,,
,,,,,,"42.79","2.617836","1.426233",,,
,,,,,,"42.8","2.613068","1.4266",,,
,,,,,,"42.81","2.611478","1.426933",,,
,,,,,,"42.82","2.611478","1.427233",,,
,,,,,,"42.83","2.611478","1.427567",,,
,,,,,,"42.84","2.611478","1.427933",,,
,,,,,,"42.85","2.608299","1.4283",,,
,,,,,,"42.86","2.616246","1.4286",,,
,,,,,,"42.87","2.632141","1.4289",,,
,,,,,,"42.88","2.644857","1.429267",,,
,,,,,,"42.89","2.644857","1.4296",,,
,,,,,,"42.9","2.636909","1.429933",,,
,,,,,,"42.91","2.628962","1.430267",,,
,,,,,,"42.92","2.616246","1.430567",,,
,,,,,,"42.93","2.597173","1.430867",,,
,,,,,,"42.94","2.592405","1.431233",,,
,,,,,,"42.95","2.608299","1.431567",,,
,,,,,,"42.96","2.628962","1.431933",,,
,,,,,,"42.97","2.636909","1.432233",,,
,,,,,,"42.98","2.625783","1.432567",,,
,,,,,,"42.99","2.617836","1.4329",,,
,,,,,,"43","2.616246","1.433233",,,
,,,,,,"43.01","2.616246","1.4336",,,
,,,,,,"43.02","2.616246","1.433933",,,
,,,,,,"43.03","2.617836","1.434267",,,
,,,,,,"43.04","2.617836","1.4346",,,
,,,,,,"43.05","2.621015","1.4349",,,
,,,,,,"43.06","2.633731","1.435233",,,
,,,,,,"43.07","2.657573","1.435567",,,
,,,,,,"43.08","2.670288","1.4359",,,
,,,,,,"43.09","2.659162","1.436233",,,
,,,,,,"43.1","2.636909","1.436567",,,
,,,,,,"43.11","2.617836","1.4369",,,
,,,,,,"43.12","2.611478","1.437233",,,
,,,,,,"43.13","2.600352","1.437533",,,
,,,,,,"43.14","2.597173","1.437867",,,
,,,,,,"43.15","2.613068","1.4382",,,
,,,,,,"43.16","2.641678","1.438567",,,
,,,,,,"43.17","2.651215","1.4389",,,
,,,,,,"43.18","2.636909","1.439233",,,
,,,,,,"43.19","2.621015","1.439567",,,
,,,,,,"43.2","2.616246","1.4399",,,
,,,,,,"43.21","2.613068","1.440233",,,
,,,,,,"43.22","2.613068","1.440567",,,
,,,,,,"43.23","2.617836","1.4409",,,
,,,,,,"43.24","2.632141","1.441233",,,
,,,,,,"43.25","2.633731","1.441567",,,
,,,,,,"43.26","2.624194","1.4419",,,
,,,,,,"43.27","2.613068","1.442267",,,
,,,,,,"43.28","2.625783","1.4426",,,
,,,,,,"43.29","2.649625","1.442967",,,
,,,,,,"43.3","2.662341","1.443267",,,
,,,,,,"43.31","2.659162","1.4436",,,
,,,,,,"43.32","2.657573","1.4439",,,
,,,,,,"43.33","2.651215","1.444267",,,
,,,,,,"43.34","2.641678","1.4446",,,
,,,,,,"43.35","2.633731","1.4449",,,
,,,,,,"43.36","2.632141","1.445233",,,
,,,,,,"43.37","2.628962","1.445567",,,
,,,,,,"43.38","2.625783","1.445933",,,
,,,,,,"43.39","2.633731","1.446267",,,
,,,,,,"43.4","2.649625","1.4466",,,
,,,,,,"43.41","2.644857","1.4469",,,
,,,,,,"43.42","2.616246","1.447233",,,
,,,,,,"43.43","2.587636","1.447567",,,
,,,,,,"43.44","2.578099","1.4479",,,
,,,,,,"43.45","2.590815","1.4482",,,
,,,,,,"43.46","2.608299","1.448533",,,
,,,,,,"43.47","2.613068","1.448867",,,
,,,,,,"43.48","2.611478","1.449233",,,
,,,,,,"43.49","2.608299","1.449567",,,
,,,,,,"43.5","2.616246","1.4499",,,
,,,,,,"43.51","2.624194","1.450233",,,
,,,,,,"43.52","2.633731","1.450567",,,
,,,,,,"43.53","2.649625","1.450933",,,
,,,,,,"43.54","2.662341","1.451267",,,
,,,,,,"43.55","2.662341","1.4516",,,
,,,,,,"43.56","2.646446","1.4519",,,
,,,,,,"43.57","2.624194","1.4522",,,
,,,,,,"43.58","2.608299","1.452567",,,
,,,,,,"43.59","2.60512","1.4529",,,
,,,,,,"43.6","2.611478","1.453233",,,
,,,,,,"43.61","2.617836","1.4536",,,
,,,,,,"43.62","2.624194","1.453933",,,
,,,,,,"43.63","2.633731","1.454267",,,
,,,,,,"43.64","2.641678","1.4546",,,
,,,,,,"43.65","2.638499","1.454933",,,
,,,,,,"43.66","2.621015","1.455233",,,
,,,,,,"43.67","2.608299","1.455567",,,
,,,,,,"43.68","2.617836","1.455933",,,
,,,,,,"43.69","2.638499","1.456233",,,
,,,,,,"43.7","2.646446","1.456567",,,
,,,,,,"43.71","2.636909","1.4569",,,
,,,,,,"43.72","2.617836","1.457233",,,
,,,,,,"43.73","2.608299","1.457567",,,
,,,,,,"43.74","2.600352","1.4579",,,
,,,,,,"43.75","2.587636","1.458233",,,
,,,,,,"43.76","2.578099","1.458567",,,
,,,,,,"43.77","2.578099","1.4589",,,
,,,,,,"43.78","2.582868","1.459267",,,
,,,,,,"43.79","2.600352","1.459567",,,
,,,,,,"43.8","2.621015","1.4599",,,
,,,,,,"43.81","2.638499","1.460233",,,
,,,,,,"43.82","2.641678","1.460567",,,
,,,,,,"43.83","2.646446","1.460933",,,
,,,,,,"43.84","2.66552","1.461233",,,
,,,,,,"43.85","2.687772","1.4616",,,
,,,,,,"43.86","2.700488","1.4619",,,
,,,,,,"43.87","2.695719","1.462267",,,
,,,,,,"43.88","2.686183","1.4626",,,
,,,,,,"43.89","2.678235","1.4629",,,
,,,,,,"43.9","2.671878","1.463233",,,
,,,,,,"43.91","2.670288","1.463567",,,
,,,,,,"43.92","2.662341","1.4639",,,
,,,,,,"43.93","2.646446","1.464233",,,
,,,,,,"43.94","2.625783","1.464567",,,
,,,,,,"43.95","2.611478","1.4649",,,
,,,,,,"43.96","2.608299","1.465233",,,
,,,,,,"43.97","2.617836","1.465567",,,
,,,,,,"43.98","2.633731","1.4659",,,
,,,,,,"43.99","2.644857","1.466233",,,
,,,,,,"44","2.644857","1.466567",,,
,,,,,,"44.01","2.638499","1.4669",,,
,,,,,,"44.02","2.636909","1.467267",,,
,,,,,,"44.03","2.641678","1.4676",,,
,,,,,,"44.04","2.654393","1.4679",,,
,,,,,,"44.05","2.667109","1.468267",,,
,,,,,,"44.06","2.667109","1.468567",,,
,,,,,,"44.07","2.649625","1.468933",,,
,,,,,,"44.08","2.632141","1.469267",,,
,,,,,,"44.09","2.628962","1.4696",,,
,,,,,,"44.1","2.636909","1.469933",,,
,,,,,,"44.11","2.641678","1.470233",,,
,,,,,,"44.12","2.644857","1.470567",,,
,,,,,,"44.13","2.654393","1.4709",,,
,,,,,,"44.14","2.662341","1.471233",,,
,,,,,,"44.15","2.66552","1.471567",,,
,,,,,,"44.16","2.66552","1.471933",,,
,,,,,,"44.17","2.66552","1.472267",,,
,,,,,,"44.18","2.657573","1.4726",,,
,,,,,,"44.19","2.646446","1.472933",,,
,,,,,,"44.2","2.641678","1.473233",,,
,,,,,,"44.21","2.644857","1.473567",,,
,,,,,,"44.22","2.649625","1.4739",,,
,,,,,,"44.23","2.651215","1.474233",,,
,,,,,,"44.24","2.651215","1.474567",,,
,,,,,,"44.25","2.654393","1.474933",,,
,,,,,,"44.26","2.659162","1.475233",,,
,,,,,,"44.27","2.659162","1.475567",,,
,,,,,,"44.28","2.66552","1.4759",,,
,,,,,,"44.29","2.671878","1.476233",,,
,,,,,,"44.3","2.662341","1.476567",,,
,,,,,,"44.31","2.624194","1.476833",,,
,,,,,,"44.32","2.590815","1.4772",,,
,,,,,,"44.33","2.592405","1.477567",,,
,,,,,,"44.34","2.621015","1.4779",,,
,,,,,,"44.35","2.641678","1.478233",,,
,,,,,,"44.36","2.649625","1.478567",,,
,,,,,,"44.37","2.657573","1.4789",,,
,,,,,,"44.38","2.654393","1.479267",,,
,,,,,,"44.39","2.638499","1.4796",,,
,,,,,,"44.4","2.621015","1.479933",,,
,,,,,,"44.41","2.624194","1.480233",,,
,,,,,,"44.42","2.638499","1.4806",,,
,,,,,,"44.43","2.651215","1.4809",,,
,,,,,,"44.44","2.657573","1.481233",,,
,,,,,,"44.45","2.659162","1.481533",,,
,,,,,,"44.46","2.657573","1.481867",,,
,,,,,,"44.47","2.646446","1.4822",,,
,,,,,,"44.48","2.636909","1.482567",,,
,,,,,,"44.49","2.632141","1.4829",,,
,,,,,,"44.5","2.633731","1.483267",,,
,,,,,,"44.51","2.636909","1.4836",,,
,,,,,,"44.52","2.636909","1.4839",,,
,,,,,,"44.53","2.638499","1.484233",,,
,,,,,,"44.54","2.641678","1.4846",,,
,,,,,,"44.55","2.641678","1.484933",,,
,,,,,,"44.56","2.641678","1.485233",,,
,,,,,,"44.57","2.638499","1.485567",,,
,,,,,,"44.58","2.636909","1.4859",,,
,,,,,,"44.59","2.633731","1.4862",,,
,,,,,,"44.6","2.632141","1.486567",,,
,,,,,,"44.61","2.636909","1.4869",,,
,,,,,,"44.62","2.644857","1.487233",,,
,,,,,,"44.63","2.644857","1.487567",,,
,,,,,,"44.64","2.632141","1.4879",,,
,,,,,,"44.65","2.617836","1.488233",,,
,,,,,,"44.66","2.613068","1.488567",,,
,,,,,,"44.67","2.613068","1.4889",,,
,,,,,,"44.68","2.60512","1.489233",,,
,,,,,,"44.69","2.597173","1.489567",,,
,,,,,,"44.7","2.595584","1.4899",,,
,,,,,,"44.71","2.60512","1.490233",,,
,,,,,,"44.72","2.613068","1.490567",,,
,,,,,,"44.73","2.611478","1.4909",,,
,,,,,,"44.74","2.613068","1.491233",,,
,,,,,,"44.75","2.624194","1.491567",,,
,,,,,,"44.76","2.633731","1.4919",,,
,,,,,,"44.77","2.633731","1.4922",,,
,,,,,,"44.78","2.625783","1.492533",,,
,,,,,,"44.79","2.624194","1.4929",,,
,,,,,,"44.8","2.633731","1.493233",,,
,,,,,,"44.81","2.654393","1.493567",,,
,,,,,,"44.82","2.667109","1.4939",,,
,,,,,,"44.83","2.662341","1.4942",,,
,,,,,,"44.84","2.651215","1.494567",,,
,,,,,,"44.85","2.649625","1.494867",,,
,,,,,,"44.86","2.649625","1.495233",,,
,,,,,,"44.87","2.654393","1.495533",,,
,,,,,,"44.88","2.657573","1.4959",,,
,,,,,,"44.89","2.654393","1.496233",,,
,,,,,,"44.9","2.646446","1.496567",,,
,,,,,,"44.91","2.641678","1.4969",,,
,,,,,,"44.92","2.638499","1.497233",,,
,,,,,,"44.93","2.636909","1.4976",,,
,,,,,,"44.94","2.644857","1.497933",,,
,,,,,,"44.95","2.644857","1.498267",,,
,,,,,,"44.96","2.624194","1.4986",,,
,,,,,,"44.97","2.592405","1.498933",,,
,,,,,,"44.98","2.578099","1.499267",,,
,,,,,,"44.99","2.579689","1.4996",,,
,,,,,,"45","2.592405","1.499933",,,
,,,,,,"45.01","2.603531","1.500233",,,
,,,,,,"45.02","2.611478","1.500567",,,
,,,,,,"45.03","2.624194","1.500933",,,
,,,,,,"45.04","2.644857","1.501267",,,
,,,,,,"45.05","2.659162","1.5016",,,
,,,,,,"45.06","2.646446","1.501933",,,
,,,,,,"45.07","2.597173","1.5023",,,
,,,,,,"45.08","2.533595","1.502633",,,
,,,,,,"45.09","2.476374","1.502967",,,
,,,,,,"45.1","2.455711","1.503267",,,
,,,,,,"45.11","2.471606","1.503567",,,
,,,,,,"45.12","2.512932","1.5039",,,
,,,,,,"45.13","2.566973","1.5042",,,
,,,,,,"45.14","2.616246","1.504567",,,
,,,,,,"45.15","2.646446","1.5049",,,
,,,,,,"45.16","2.646446","1.505267",,,
,,,,,,"45.17","2.632141","1.505567",,,
,,,,,,"45.18","2.611478","1.5059",,,
,,,,,,"45.19","2.595584","1.506233",,,
,,,,,,"45.2","2.579689","1.506567",,,
,,,,,,"45.21","2.563794","1.5069",,,
,,,,,,"45.22","2.557437","1.507267",,,
,,,,,,"45.23","2.557437","1.5076",,,
,,,,,,"45.24","2.554258","1.507933",,,
,,,,,,"45.25","2.543132","1.508233",,,
,,,,,,"45.26","2.536774","1.508567",,,
,,,,,,"45.27","2.54631","1.5089",,,
,,,,,,"45.28","2.566973","1.509233",,,
,,,,,,"45.29","2.590815","1.509567",,,
,,,,,,"45.3","2.608299","1.5099",,,
,,,,,,"45.31","2.616246","1.510233",,,
,,,,,,"45.32","2.608299","1.510567",,,
,,,,,,"45.33","2.574921","1.510867",,,
,,,,,,"45.34","2.528826","1.511233",,,
,,,,,,"45.35","2.48909","1.511567",,,
,,,,,,"45.36","2.462069","1.5119",,,
,,,,,,"45.37","2.441406","1.512233",,,
,,,,,,"45.38","2.422333","1.512533",,,
,,,,,,"45.39","2.404849","1.5129",,,
,,,,,,"45.4","2.379417","1.513233",,,
,,,,,,"45.41","2.363523","1.5136",,,
,,,,,,"45.42","2.384186","1.513933",,,
,,,,,,"45.43","2.420743","1.514267",,,
,,,,,,"45.44","2.441406","1.514567",,,
,,,,,,"45.45","2.442996","1.5149",,,
,,,,,,"45.46","2.449353","1.515233",,,
,,,,,,"45.47","2.466838","1.515567",,,
,,,,,,"45.48","2.4875","1.515933",,,
,,,,,,"45.49","2.497037","1.516267",,,
,,,,,,"45.5","2.4875","1.5166",,,
,,,,,,"45.51","2.45889","1.516933",,,
,,,,,,"45.52","2.412796","1.517233",,,
,,,,,,"45.53","2.361933","1.517567",,,
,,,,,,"45.54","2.325376","1.5179",,,
,,,,,,"45.55","2.317429","1.518233",,,
,,,,,,"45.56","2.325376","1.518567",,,
,,,,,,"45.57","2.346039","1.5189",,,
,,,,,,"45.58","2.395312","1.519233",,,
,,,,,,"45.59","2.466838","1.519567",,,
,,,,,,"45.6","2.524058","1.519933",,,
,,,,,,"45.61","2.543132","1.520267",,,
,,,,,,"45.62","2.543132","1.520567",,,
,,,,,,"45.63","2.541542","1.5209",,,
,,,,,,"45.64","2.528826","1.521233",,,
,,,,,,"45.65","2.509753","1.521533",,,
,,,,,,"45.66","2.516111","1.521833",,,
,,,,,,"45.67","2.54631","1.522167",,,
,,,,,,"45.68","2.579689","1.5225",,,
,,,,,,"45.69","2.587636","1.522867",,,
,,,,,,"45.7","2.571742","1.523233",,,
,,,,,,"45.71","2.566973","1.5236",,,
,,,,,,"45.72","2.587636","1.5239",,,
,,,,,,"45.73","2.621015","1.524233",,,
,,,,,,"45.74","2.649625","1.524567",,,
,,,,,,"45.75","2.662341","1.5249",,,
,,,,,,"45.76","2.659162","1.525233",,,
,,,,,,"45.77","2.651215","1.525567",,,
,,,,,,"45.78","2.644857","1.5259",,,
,,,,,,"45.79","2.654393","1.526233",,,
,,,,,,"45.8","2.683004","1.526567",,,
,,,,,,"45.81","2.708435","1.5269",,,
,,,,,,"45.82","2.713203","1.527233",,,
,,,,,,"45.83","2.711614","1.527533",,,
,,,,,,"45.84","2.719561","1.5279",,,
,,,,,,"45.85","2.746582","1.528233",,,
,,,,,,"45.86","2.792676","1.528567",,,
,,,,,,"45.87","2.854665","1.5289",,,
,,,,,,"45.88","2.919833","1.529267",,,
,,,,,,"45.89","2.95798","1.5296",,,
,,,,,,"45.9","2.948443","1.529933",,,
,,,,,,"45.91","2.895991","1.530267",,,
,,,,,,"45.92","2.837181","1.530567",,,
,,,,,,"45.93","2.791087","1.5309",,,
,,,,,,"45.94","2.754529","1.531233",,,
,,,,,,"45.95","2.754529","1.531567",,,
,,,,,,"45.96","2.803802","1.5319",,,
,,,,,,"45.97","2.865791","1.532233",,,
,,,,,,"45.98","2.908707","1.532567",,,
,,,,,,"45.99","2.924601","1.5329",,,
,,,,,,"46","2.924601","1.533233",,,
,,,,,,"46.01","2.92778","1.533567",,,
,,,,,,"46.02","2.940496","1.5339",,,
,,,,,,"46.03","2.975464","1.534233",,,
,,,,,,"46.04","3.035863","1.5346",,,
,,,,,,"46.05","3.115336","1.534933",,,
,,,,,,"46.06","3.186862","1.535233",,,
,,,,,,"46.07","3.282229","1.535567",,,
,,,,,,"46.08","3.45548","1.5359",,,
,,,,,,"46.09","3.706614","1.536233",,,
,,,,,,"46.1","3.960927","1.536567",,,
,,,,,,"46.11","4.159609","1.5369",,,
,,,,,,"46.12","4.291534","1.537233",,,
,,,,,,"46.13","4.39326","1.537567",,,
,,,,,,"46.14","4.512469","1.5379",,,
,,,,,,"46.15","4.692078","1.538233",,,
,,,,,,"46.16","4.940033","1.538567",,,
,,,,,,"46.17","5.21183","1.5389",,,
,,,,,,"46.18","5.456606","1.539233",,,
,,,,,,"46.19","5.656878","1.539567",,,
,,,,,,"46.2","5.842844","1.5399",,,
,,,,,,"46.21","6.052653","1.540233",,,
,,,,,,"46.22","6.351471","1.540567",,,
,,,,,,"46.23","6.767909","1.540867",,,
,,,,,,"46.24","7.23362","1.541233",,,
,,,,,,"46.25","7.627805","1.541567",,,
,,,,,,"46.26","7.90596","1.5419",,,
,,,,,,"46.27","8.118947","1.542233",,,
,,,,,,"46.28","8.322398","1.542567",,,
,,,,,,"46.29","8.52267","1.5429",,,
,,,,,,"46.3","8.703868","1.543233",,,
,,,,,,"46.31","8.854866","1.543567",,,
,,,,,,"46.32","8.994739","1.5439",,,
,,,,,,"46.33","9.13779","1.544267",,,
,,,,,,"46.34","9.306272","1.544633",,,
,,,,,,"46.35","9.522438","1.544967",,,
,,,,,,"46.36","9.792645","1.545267",,,
,,,,,,"46.37","10.09305","1.5456",,,
,,,,,,"46.38","10.38392","1.545933",,,
,,,,,,"46.39","10.63665","1.546267",,,
,,,,,,"46.4","10.83215","1.5466",,,
,,,,,,"46.41","10.97361","1.5469",,,
,,,,,,"46.42","11.06739","1.547233",,,
,,,,,,"46.43","11.14209","1.547567",,,
,,,,,,"46.44","11.22316","1.5479",,,
,,,,,,"46.45","11.30422","1.5482",,,
,,,,,,"46.46","11.37416","1.548567",,,
,,,,,,"46.47","11.4282","1.5489",,,
,,,,,,"46.48","11.49813","1.549233",,,
,,,,,,"46.49","11.59827","1.549567",,,
,,,,,,"46.5","11.70317","1.5499",,,
,,,,,,"46.51","11.79854","1.550267",,,
,,,,,,"46.52","11.88596","1.5506",,,
,,,,,,"46.53","11.94318","1.5509",,,
,,,,,,"46.54","11.94318","1.551233",,,
,,,,,,"46.55","11.89391","1.551567",,,
,,,,,,"46.56","11.84781","1.5519",,,
,,,,,,"46.57","11.83033","1.552233",,,
,,,,,,"46.58","11.83033","1.552567",,,
,,,,,,"46.59","11.82715","1.5529",,,
,,,,,,"46.6","11.82238","1.553233",,,
,,,,,,"46.61","11.82238","1.553567",,,
,,,,,,"46.62","11.8351","1.5539",,,
,,,,,,"46.63","11.87325","1.554233",,,
,,,,,,"46.64","11.93841","1.554567",,,
,,,,,,"46.65","12.01471","1.554933",,,
,,,,,,"46.66","12.06398","1.555267",,,
,,,,,,"46.67","12.0608","1.5556",,,
,,,,,,"46.68","12.01789","1.555967",,,
,,,,,,"46.69","11.97974","1.5563",,,
,,,,,,"46.7","11.95908","1.556633",,,
,,,,,,"46.71","11.94","1.556933",,,
,,,,,,"46.72","11.91139","1.557233",,,
,,,,,,"46.73","11.88119","1.557567",,,
,,,,,,"46.74","11.83669","1.5579",,,
,,,,,,"46.75","11.77788","1.5582",,,
,,,,,,"46.76","11.72702","1.558567",,,
,,,,,,"46.77","11.69841","1.5589",,,
,,,,,,"46.78","11.64754","1.559233",,,
,,,,,,"46.79","11.52356","1.559567",,,
,,,,,,"46.8","11.35349","1.559933",,,
,,,,,,"46.81","11.21203","1.560267",,,
,,,,,,"46.82","11.13256","1.5606",,,
,,,,,,"46.83","11.10713","1.560933",,,
,,,,,,"46.84","11.10872","1.561233",,,
,,,,,,"46.85","11.1119","1.561567",,,
,,,,,,"46.86","11.10236","1.5619",,,
,,,,,,"46.87","11.08646","1.562233",,,
,,,,,,"46.88","11.07375","1.5626",,,
,,,,,,"46.89","11.04991","1.562933",,,
,,,,,,"46.9","10.98315","1.563267",,,
,,,,,,"46.91","10.84964","1.5636",,,
,,,,,,"46.92","10.67638","1.5639",,,
,,,,,,"46.93","10.48088","1.564233",,,
,,,,,,"46.94","10.25041","1.564533",,,
,,,,,,"46.95","10.01358","1.564867",,,
,,,,,,"46.96","9.848277","1.565233",,,
,,,,,,"46.97","9.792645","1.565567",,,
,,,,,,"46.98","9.789467","1.5659",,,
,,,,,,"46.99","9.799004","1.5662",,,
,,,,,,"47","9.818077","1.566533",,,
,,,,,,"47.01","9.859403","1.5669",,,
,,,,,,"47.02","9.92775","1.567233",,,
,,,,,,"47.03","10.01358","1.567567",,,
,,,,,,"47.04","10.08987","1.5679",,,
,,,,,,"47.05","10.14233","1.568233",,,
,,,,,,"47.06","10.15981","1.568567",,,
,,,,,,"47.07","10.17253","1.568867",,,
,,,,,,"47.08","10.22657","1.5692",,,
,,,,,,"47.09","10.31399","1.569533",,,
,,,,,,"47.1","10.3728","1.5699",,,
,,,,,,"47.11","10.39187","1.570233",,,
,,,,,,"47.12","10.40459","1.570567",,,
,,,,,,"47.13","10.4332","1.5709",,,
,,,,,,"47.14","10.46817","1.571233",,,
,,,,,,"47.15","10.47929","1.571567",,,
,,,,,,"47.16","10.46022","1.5719",,,
,,,,,,"47.17","10.42525","1.572233",,,
,,,,,,"47.18","10.39346","1.572567",,,
,,,,,,"47.19","10.37916","1.5729",,,
,,,,,,"47.2","10.37598","1.573233",,,
,,,,,,"47.21","10.37916","1.573567",,,
,,,,,,"47.22","10.39346","1.5739",,,
,,,,,,"47.23","10.45386","1.574233",,,
,,,,,,"47.24","10.52856","1.574567",,,
,,,,,,"47.25","10.5683","1.5749",,,
,,,,,,"47.26","10.59532","1.575233",,,
